自分の信念や行動の間に矛盾があるときに生じる、不快な緊張状態を何というでしょう？,じぶんのしんねんや こうどうのあいだにむじゅんがあるときにしょうじる ふかいなきんちょうじょうたいを なんというでしょう？,認知的不協和,『認知的不協和』の意味として適切なものは何でしょう？,自分の信念や行動の間に矛盾があるときに生じる、不快な緊張状態,他者の期待によって学習や作業の成果が向上する現象,特定の集団や人物に対して抱く、固定化されたイメージ,自分の能力を肯定し、目標を達成できると信じる感覚
他者からの期待を受けることで、その期待通りに学習や作業の成果が向上する現象を何というでしょう？,たしゃからのきたいをうけることで そのきたいどおりにがくしゅうやさぎょうのせいかがこうじょうするげんしょうを なんというでしょう？,ピグマリオン効果,『ピグマリオン効果』の意味として適切なものは何でしょう？,他者からの期待を受けることで、その期待通りに学習や作業の成果が向上する現象,周囲の期待が低いと、パフォーマンスが低下してしまう現象,ある対象に繰り返し接することで、好意度が高まる現象,多数派の意見や流行に同調してしまう心理現象
ある対象の目立ちやすい特徴に引きずられて、他の特徴の評価まで歪められてしまう現象を何というでしょう？,あるたいしょうのめだちやすいとくちょうにひきずられて ほかのとくちょうのひょうかまでゆがめられてしまうげんしょうを なんというでしょう？,ハロー効果,『ハロー効果』の意味として適切なものは何でしょう？,ある対象の目立ちやすい特徴に引きずられて、他の特徴の評価まで歪められてしまう現象,自分の成功は能力によるもの、失敗は環境のせいだと考える傾向,最初に提示された情報が判断の基準となり、後の判断に影響を与える現象,自分の信念と一致する情報ばかりを集め、反証情報を無視する傾向
本来は中性的な刺激が、無条件刺激と繰り返し対提示されることで、条件反応を引き起こすようになる学習過程を何というでしょう？,ほんらいはちゅうせいてきなしげきが むじょうけんしげきとくりかえしついていじされることで じょうけんはんのうをひきおこすようになるがくしゅうかていを なんというでしょう？,古典的条件づけ,『古典的条件づけ』の意味として適切なものは何でしょう？,中性的な刺激が無条件刺激と対提示されることで、条件反応を引き起こすようになる学習過程,自発的な行動と、その結果との結びつきによる学習過程,他者の行動を観察し、それを模倣することで成立する学習,試行錯誤を繰り返す中で、偶然の成功によって問題解決に至る学習
自発的な行動の直後に報酬や罰を与えることで、その行動の頻度を変化させる学習過程を何というでしょう？,じはつてきなこうどうのちょくごに ほうしゅうやばつをあたえることで そのこうどうのひんどをへんかさせるがくしゅうかていを なんというでしょう？,オペラント条件づけ,『オペラント条件づけ』の意味として適切なものは何でしょう？,自発的な行動の直後に報酬や罰を与えることで、その行動の頻度を変化させる学習過程,中性的な刺激が無条件刺激と対提示されることで、条件反応を引き起こすようになる学習過程,洞察によって問題の解決策が突然ひらめく学習過程,一度学習した行動が、無力感によって行われなくなる現象
自分にとって都合の悪い情報を無視し、自分の先入観や仮説を支持する情報ばかりを集める傾向を何というでしょう？,じぶんにとってつごうのわるいじょうほうをむしし じぶんのせんにゅうかんやかせつをしじするじょうほうばかりをあつめるけいこうを なんというでしょう？,確証バイアス,『確証バイアス』の意味として適切なものは何でしょう？,自分にとって都合の悪い情報を無視し、先入観や仮説を支持する情報ばかりを集める傾向,他者の行動の原因を、その人の性格や能力などの内的要因に求める傾向,集団で決定を行う際、より極端な結論に至りやすくなる傾向,自分の成功は内的要因、失敗は外的要因に帰属させる傾向
受け入れがたい衝動や感情を、正反対の行動や態度で表現する防衛機制を何というでしょう？,うけいれがたいしょうどうやかんじょうを せいはんたいのこうどうやたいどでひょうげんするぼうえいきせいを なんというでしょう？,反動形成,『反動形成』の意味として適切なものは何でしょう？,受け入れがたい衝動や感情を、正反対の行動や態度で表現する防衛機制,認めがたい自分の欲求や感情を、他者が持っているものと思い込む防衛機制,もっともらしい理屈をつけて、自分の失敗や行動を正当化する防衛機制,現在の発達段階より前の、未熟な段階の行動に戻る防衛機制
自分の認めたくない感情や欲求を、他人が持っているものだと思い込む防衛機制を何というでしょう？,じぶんのみとめたくないかんじょうやよっきゅうを たにんがもっているものだとおもいこむぼうえいきせいを なんというでしょう？,投影,『投影』の意味として適切なものは何でしょう？,自分の認めたくない感情や欲求を、他人が持っているものだと思い込む防衛機制,社会的に容認されない欲求を、学問や芸術など価値ある活動に置き換える防衛機制,苦痛な感情や記憶を、意識から無意識へと押し込める防衛機制,欲求不満の対象とは別の、より安全な対象に感情をぶつける防衛機制
社会的に容認されない欲求や衝動を、芸術やスポーツなど社会的に価値のある活動に置き換えて発散することを何というでしょう？,しゃかいてきにようにんされないよっきゅうやしょうどうを げいじゅつやスポーツなど しゃかいてきにかちのあるかつどうにおきかえてはっさんすることを なんというでしょう？,昇華,『昇華』の意味として適切なものは何でしょう？,社会的に容認されない欲求や衝動を、社会的に価値のある活動に置き換えて発散すること,もっともらしい理由をつけて、自分の行動や失敗を正当化すること,不快な現実から目を背け、空想の世界に逃げ込むこと,対立する感情や欲求を切り離し、別々のものとして扱うこと
自分に必要な目標を達成できる能力を持っているという、自分に対する信頼感や有能感を何というでしょう？,じぶんにひつようなもくひょうを たっせいできるのうりょくをもっているという じぶんにたいするしんらいかんやゆうのうかんを なんというでしょう？,自己効力感,『自己効力感』の意味として適切なものは何でしょう？,自分に必要な目標を達成できる能力を持っているという、自分に対する信頼感や有能感,ありのままの自分を尊重し、価値ある存在だと感じる感覚,自分が社会や集団の中でどのような役割を果たすべきかという自覚,自分の感情や思考を客観的に観察し、認識する能力
特定の対象に繰り返し接触することで、その対象への好感度や評価が高まる現象を何というでしょう？,とくていのたいしょうにくりかえしせっしょくすることで そのたいしょうへのこうかんどやひょうかがたかまるげんしょうを なんというでしょう？,単純接触効果,『単純接触効果』の意味として適切なものは何でしょう？,特定の対象に繰り返し接触することで、その対象への好感度や評価が高まる現象,最初の情報がアンカーとなり、その後の判断が歪められる現象,多数の人が支持しているという理由で、その選択肢を支持したくなる現象,未完了の課題のほうが、完了した課題よりも記憶に残りやすい現象
緊急事態において、周囲に人が多いほど、個人の援助行動が抑制されてしまう現象を何というでしょう？,きんきゅうじたいにおいて しゅういにひとがおおいほど こじんのえんじょこうどうがよくせいされてしまうげんしょうを なんというでしょう？,傍観者効果,『傍観者効果』の意味として適切なものは何でしょう？,緊急事態において、周囲に人が多いほど、個人の援助行動が抑制されてしまう現象,集団で作業を行うと、一人当たりの作業量が低下する現象,集団の凝集性が高まることで、非合理的な意思決定が行われる現象,他者の存在によって、単純な課題のパフォーマンスが向上する現象
集団で共同作業を行う際、一人で作業する時よりも一人当たりの努力量が低下する現象を何というでしょう？,しゅうだんできょうどうさぎょうをおこなうさい ひとりでさぎょうするときよりも ひとりあたりのどりょくりょうがていかするげんしょうを なんというでしょう？,社会的手抜き,『社会的手抜き』の意味として適切なものは何でしょう？,集団で共同作業を行う際、一人で作業する時よりも一人当たりの努力量が低下する現象,他者に見られていることで、課題の成績が向上する現象,集団討議の結果、個人の当初の意見よりも危険な選択がなされる現象,権威ある人物の指示に従い、残虐な行為を行ってしまう傾向
薬理作用のない偽薬を投与されたにもかかわらず、症状の改善が見られる現象を何というでしょう？,やくりさようのないぎやくをとうよされたにもかかわらず しょうじょうのかいぜんがみられるげんしょうを なんというでしょう？,プラシーボ効果,『プラシーボ効果』の意味として適切なものは何でしょう？,薬理作用のない偽薬を投与されたにもかかわらず、症状の改善が見られる現象,偽薬だと知らされることで、実際に副作用が生じてしまう現象,実験者の意図を被験者が読み取り、その通りに行動しようとする現象,信頼性の低い情報源からの情報でも、時間の経過とともに説得力を持つ現象
信頼性の低い情報源からのメッセージであっても、時間の経過とともに情報源の記憶が薄れ、内容の説得力が増す現象を何というでしょう？,しんらいせいのひくいじょうほうげんからのメッセージであっても じかんのけいかとともにじょうほうげんのきおくがうすれ ないようのせっとくりょくがますげんしょうを なんというでしょう？,スリーパー効果,『スリーパー効果』の意味として適切なものは何でしょう？,信頼性の低い情報源からのメッセージであっても、時間の経過とともに説得力が増す現象,特定の枠組みで情報を提示されることで、意思決定が変化する現象,自分に関係のある情報だけが、雑音の中でも選択的に聞こえる現象,過去の出来事を、現在の知識に基づいて再構成して記憶する現象
最初に提示された数値や情報が基準点となり、その後の判断がその基準に引きずられる現象を何というでしょう？,さいしょにていじされたすうちやじょうほうがきじゅんてんとなり そのごのはんだんがそのきじゅんにひきずられるげんしょうを なんというでしょう？,アンカリング効果,『アンカリング効果』の意味として適切なものは何でしょう？,最初に提示された数値や情報が基準点となり、その後の判断がその基準に引きずられる現象,同じ内容でも、表現方法を変えることで受け手の印象が変わる現象,自分の所有している物の価値を、客観的な価値より高く見積もる現象,全体的な印象によって、個別の特性評価が歪められる現象
同じ事柄でも、「利得」として表現されるか「損失」として表現されるかによって、人々の意思決定が変わる現象を何というでしょう？,おなじことがらでも 「りとく」としてひょうげんされるか 「そんしつ」としてひょうげんされるかによって ひとびとのいしけっていがかわるげんしょうを なんというでしょう？,フレーミング効果,『フレーミング効果』の意味として適切なものは何でしょう？,同じ事柄でも、表現の枠組みによって人々の意思決定が変わる現象,選択肢が多すぎると、かえって決定ができなくなってしまう現象,すでに投資したコストを取り戻そうとして、さらに損失を拡大させる傾向,自分の能力を過大評価し、客観的な事実よりも自分を優れていると信じる傾向
他者の行動の原因を推測する際、状況的な要因を軽視し、その人の性格や能力などの内的な要因を過大評価する傾向を何というでしょう？,たしゃのこうどうのげんいんをすいそくするさい じょうきょうてきなよういんをけいしし そのひとのせいかくやのうりょくなどのないてきなよういんを かだいひょうかするけいこうを なんというでしょう？,基本的帰属錯誤,『基本的帰属錯誤』の意味として適切なものは何でしょう？,他者の行動の原因を、状況要因より性格などの内的要因に求める傾向,自分の成功は実力、失敗は運のせいだと考える傾向,観察者には状況がよく見えるが、行為者には自分自身が見えないという現象,他者の行動を観察するだけで、その行動を学習する現象
長期的なストレスや回避不可能な不快刺激にさらされ続けることで、抵抗や回避を諦めてしまう状態を何というでしょう？,ちょうきてきなストレスや かいひふかのうなふかいしげきにさらされつづけることで ていこうやかいひをあきらめてしまうじょうたいを なんというでしょう？,学習性無力感,『学習性無力感』の意味として適切なものは何でしょう？,回避不可能なストレスにさらされ続け、抵抗や回避を諦めてしまう状態,課題の難易度と自分の能力が釣り合った時に生じる、没頭状態,特定の恐怖対象に対して、過剰な不安や回避反応を示す状態,社会的な交流を避け、自室などに引きこもってしまう状態
自分自身の思考や認知プロセスを、客観的に捉えて制御することを何というでしょう？,じぶんじしんのしこうやにんちプロセスを きゃっかんてきにとらえてせいぎょすることを なんというでしょう？,メタ認知,『メタ認知』の意味として適切なものは何でしょう？,自分自身の思考や認知プロセスを、客観的に捉えて制御すること,複数の感覚が結びつき、ある刺激から別の感覚が生じること,物事を論理的に筋道立てて考える思考プロセス,他者の視点に立って、その人の感情や考えを推測すること
乳幼児期に特定の養育者との間に形成される、情緒的な絆を何というでしょう？,にゅうようじきに とくていのよういくしゃとのあいだにけいせいされる じょうちょてきなきずなを なんというでしょう？,アタッチメント,『アタッチメント』の意味として適切なものは何でしょう？,乳幼児期に特定の養育者との間に形成される、情緒的な絆,生まれたばかりの生物が、最初に見た動くものを親と認識する現象,母親から心理的に分離し、個としての自分を確立する過程,子供が親の愛情を独占しようとする、無意識の欲求
目の前から物体が消えても、それが存在し続けていると理解する能力を何というでしょう？,めのまえからぶったいがきえても それがそんざいしつづけているとりかいするのうりょくを なんというでしょう？,対象の恒常性,『対象の恒常性』の意味として適切なものは何でしょう？,目の前から物体が消えても、それが存在し続けていると理解する能力,見る角度や距離が変わっても、同じ物体であると認識する能力,環境が変化しても、生体の内部環境を一定に保とうとする働き,自分の性別を認識し、それが変わらないものであると理解すること
青年期において、自分が何者であり、社会でどのような役割を果たすべきかという、一貫した自己意識を何というでしょう？,せいねんきにおいて じぶんがなにものであり しゃかいでどのようなやくわりをはたすべきかという いっかんしたじこいしきを なんというでしょう？,エゴ・アイデンティティ,『エゴ・アイデンティティ』の意味として適切なものは何でしょう？,自分が何者であり、社会でどう生きるかという一貫した自己意識,他者からどう見られているかという、客観的な自己像,理想とする自分と、現実の自分とのギャップ,集団の一員としての自分を強く意識すること
社会的な責任や義務が猶予され、自らのアイデンティティを探求することが許されている期間を何というでしょう？,しゃかいてきなせきにんやぎむがゆうよされ みずからのアイデンティティをたんきゅうすることがゆるされているきかんを なんというでしょう？,モラトリアム,『モラトリアム』の意味として適切なものは何でしょう？,社会的な責任や義務が猶予され、アイデンティティを探求できる期間,親からの自立を拒み、大人になることを先延ばしにする心理,中年期に訪れる、人生の価値や目的を見失う危機的状況,引退後に社会とのつながりを失い、孤独感を感じる時期
中年期において、次の世代を育成したり、社会に貢献したりすることに関心が向くことを何というでしょう？,ちゅうねんきにおいて つぎのせだいをいくせいしたり しゃかいにこうけんしたりすることにかんしんがむくことを なんというでしょう？,ジェネラティビティ,『ジェネラティビティ』の意味として適切なものは何でしょう？,次の世代を育成したり、社会に貢献したりすることに関心が向くこと,自分の人生を振り返り、統合されたものとして受け入れること,親密なパートナーを見つけ、深い人間関係を築くこと,自分の能力や技術を、個人的な利益のために活用すること
情報を一時的に保持しながら、同時に処理や操作を行うための記憶システムを何というでしょう？,じょうほうをいちじてきにほじしながら どうじにしょりやそうさをおこなうためのきおくシステムを なんというでしょう？,ワーキングメモリ,『ワーキングメモリ』の意味として適切なものは何でしょう？,情報を一時的に保持しながら、同時に処理や操作を行うための記憶システム,過去の個人的な体験や出来事に関する記憶,一般的な知識や概念、言葉の意味に関する記憶,自転車の乗り方など、身体で覚えている技能の記憶
「いつ、どこで、何をした」というような、個人の具体的な体験に基づく記憶を何というでしょう？,「いつ、どこで、なにをした」というような こじんのぐたいてきなたいけんにもとづくきおくを なんというでしょう？,エピソード記憶,『エピソード記憶』の意味として適切なものは何でしょう？,「いつ、どこで、何をした」という、個人の具体的な体験に基づく記憶,一般的な知識や事実、言葉の定義に関する記憶,数秒から数分間だけ保持される、容量の限られた記憶,意識せずに思い出すことができる、自動化された技能の記憶
言葉の意味や一般的な知識など、個人的な体験とは切り離された事実情報の記憶を何というでしょう？,ことばのいみやいっぱんてきなちしきなど こじんてきなたいけんとはきりはなされたじじつじょうほうのきおくを なんというでしょう？,意味記憶,『意味記憶』の意味として適切なものは何でしょう？,言葉の意味や一般的な知識など、個人的な体験とは切り離された事実情報の記憶,特定の時間や場所の文脈を伴う、個人の出来事の記憶,将来行う予定の行動や計画に関する記憶,感覚器官が受け取った情報を、そのままの形でごく短時間保持する記憶
自転車の乗り方や楽器の演奏など、体で覚えた技能や手順に関する記憶を何というでしょう？,じてんしゃののりかたやがっきのえんそうなど からだでおぼえたぎのうやてじゅんにかんするきおくを なんというでしょう？,手続き記憶,『手続き記憶』の意味として適切なものは何でしょう？,自転車の乗り方など、体で覚えた技能や手順に関する記憶,過去の出来事や経験を、意識的に想起できる記憶,自分自身の人生史に関する、自伝的な記憶,見たものや聞いたものを、そのままの形で保持する記憶
「帰りに牛乳を買う」のように、将来行うべき行為についての記憶を何というでしょう？,「かえりにぎゅうにゅうをかう」のように しょうらいおこなうべきこういについてのきおくを なんというでしょう？,展望的記憶,『展望的記憶』の意味として適切なものは何でしょう？,「帰りに牛乳を買う」のように、将来行うべき行為についての記憶,過去に経験した出来事を思い出す記憶,一般的な知識や事実についての記憶,技能や習慣など、無意識に活用される記憶
記憶から容易に思い出せる事例や情報を優先して使い、頻度や確率を判断してしまう心理的傾向を何というでしょう？,きおくからよういにおもいだせるじれいやじょうほうをゆうせんしてつかい ひんどやかくりつをはんだんしてしまうしんりてきけいこうを なんというでしょう？,利用可能性ヒューリスティック,『利用可能性ヒューリスティック』の意味として適切なものは何でしょう？,記憶から容易に思い出せる情報を優先し、頻度や確率を判断する傾向,典型的なイメージと似ているかどうかで確率を判断する傾向,最初に設定された値に引きずられて、数値の予測を行う傾向,論理的な手順に従って、確実に正解を導き出す問題解決方法
ある事象が特定のカテゴリーに属するかどうかを判断する際、そのカテゴリーの典型的な特徴とどれくらい似ているかで判断する傾向を何というでしょう？,あるじしょうがとくていのカテゴリーにぞくするかどうかをはんだんするさい そのカテゴリーのてんけいてきなとくちょうと どれくらいにているかではんだんするけいこうを なんというでしょう？,代表性ヒューリスティック,『代表性ヒューリスティック』の意味として適切なものは何でしょう？,ある事象が特定のカテゴリーの典型例と似ているかで判断する傾向,思い出しやすい事例を基準に、発生頻度を過大評価する傾向,自分の信念を支持する情報だけを選択的に取り入れる傾向,全体的な印象に引きずられて、個別の特徴を評価する傾向
完了した課題よりも、中断されたり未完了だったりする課題のほうが、強く記憶に残る現象を何というでしょう？,かんりょうしたかだいよりも ちゅうだんされたりみかんりょうだったりするかだいのほうが つよくきおくにのこるげんしょうを なんというでしょう？,ツァイガルニク効果,『ツァイガルニク効果』の意味として適切なものは何でしょう？,完了した課題よりも、未完了の課題のほうが強く記憶に残る現象,学習直後よりも、一定時間経過後の方が記憶成績が良くなる現象,最初と最後に提示された情報が、記憶に残りやすい現象,意味のない綴りよりも、意味のある単語の方が覚えやすい現象
権威ある人物の指示の下では、良心に反するような残酷な行為でも命令に従ってしまう傾向を示した、ミルグラムの実験は何でしょう？,けんいあるじんぶつのしじのもとでは りょうしんにはんするようなざんこくなこういでも めいれいにしたがってしまうけいこうをしめした ミルグラムのじっけんはなんでしょう？,アイヒマン実験,『アイヒマン実験』で示された心理として適切なものは何でしょう？,権威者の指示下では、良心に反する残酷な行為でも従ってしまう傾向,役割を与えられると、その役割に合わせて人格や行動が変化する傾向,集団の圧力によって、明らかに間違った答えに同調してしまう傾向,匿名性が保証されると、攻撃的な行動が増加する傾向
被験者を看守役と囚人役に分け、役割に応じた行動の変化を観察した結果、実験中止に追い込まれたジンバルドーの実験は何でしょう？,ひけんしゃを かんしゅやくとしゅうじんやくにわけ やくわりにおうじたこうどうのへんかをかんさつしたけっか じっけんちゅうしにおいこまれた ジンバルドーのじっけんはなんでしょう？,スタンフォード監獄実験,『スタンフォード監獄実験』で示された心理として適切なものは何でしょう？,与えられた社会的役割や状況に合わせて、人の行動や人格が変化すること,権威ある者からの命令には、自分の意思に反しても服従してしまうこと,多数派の意見に合わせようとして、自分の判断を曲げてしまうこと,傍観者が多いと、責任が分散されて援助行動が抑制されること
集団の凝集性が高い場合などに、批判的な意見が封じられ、不合理で危険な意思決定がなされてしまう現象を何というでしょう？,しゅうだんのぎょうしゅうせいがたかいばあいなどに ひはんてきないけんがふうじられ ふごうりできけんないしけっていがなされてしまうげんしょうを なんというでしょう？,集団思考,『集団思考』の意味として適切なものは何でしょう？,集団の結束が強いあまり、不合理で危険な合意形成をしてしまう現象,集団討議を経ることで、個人の意見がより極端な方向へシフトする現象,集団で作業することで、個人のパフォーマンスが向上する現象,集団の中にいると、個人の責任感が薄れてしまう現象
人が他者の行動を観察し、それを模倣するだけで新しい行動を習得することを何というでしょう？,ひとがたしゃのこうどうをかんさつし それをもほうするだけであたらしいこうどうをしゅうとくすることを なんというでしょう？,観察学習,『観察学習』の意味として適切なものは何でしょう？,他者の行動を観察し、模倣することで新しい行動を習得すること,自分の行動の結果から試行錯誤を通じて学ぶこと,条件刺激と無条件刺激の連合によって学ぶこと,書物や講義を通じて、抽象的な知識を習得すること
ある行動を自発的に楽しんでいたのに、報酬を与えられることで「報酬のための行動」に変わり、やる気が低下してしまう現象を何というでしょう？,あるこうどうをじはつてきにたのしんでいたのに ほうしゅうをあたえられることで 「ほうしゅうのためのこうどう」にかわり やるきがていかしてしまうげんしょうを なんというでしょう？,アンダーマイニング効果,『アンダーマイニング効果』の意味として適切なものは何でしょう？,報酬を与えられることで、内発的な動機づけが低下してしまう現象,報酬を与えることで、行動の頻度や意欲が高まる現象,自分の能力への信頼感が高まることで、パフォーマンスが向上する現象,期限を設定されることで、作業効率が向上する現象
簡単な課題では他者の存在が作業効率を高めるが、複雑な課題では逆に効率が下がることがある現象を何というでしょう？,かんたんなかだいでは たしゃのそんざいがさぎょうこうりつをたかめるが ふくざつなかだいでは ぎゃくにこうりつがさがることがあるげんしょうを なんというでしょう？,社会的促進,『社会的促進』の意味として適切なものは何でしょう？,他者の存在によって、作業のパフォーマンスや効率が高まる現象,集団で作業を行うと、一人当たりの努力量が低下する現象,集団の中で自分の意見を言わずに、周りに合わせてしまう現象,他者の感情が自分に伝染し、同じような感情になる現象
